Player_Name,Player_Name_Std,Player_ID,Team,Pos,Age,GP,TOI,GAR,WAR,SPAR,G,A1,A2,Points
Ryan Suter,RYAN.SUTER,8470600,DAL,D,38,82,18.940243902439022,5.1,0.8,1.6,2,7,8,17
Jeff Carter,JEFF.CARTER,8470604,PIT,C,38,72,12.570833333333333,-7.6,-1.2,-2.4,11,2,2,15
Zach Parise,ZACH.PARISE,8470610,COL,L,39,30,12.966666666666667,-1.2,-0.2,-0.4,5,2,3,10
Brent Burns,BRENT.BURNS,8470613,CAR,D,38,82,21.50121951219512,14.5,2.4,4.6,10,14,19,43
Corey Perry,COREY.PERRY,8470621,CHI/EDM,R,38,54,13.381481481481481,6.9,1.1,2.2,12,6,4,22
Joe Pavelski,JOE.PAVELSKI,8470794,DAL,C,39,82,16.809756097560978,11.6,1.9,3.7,27,26,14,67
Mark Giordano,MARK.GIORDANO,8470966,TOR,D,39,46,16.617391304347827,3.9,0.6,1.2,3,2,4,9
Alex Ovechkin,ALEX.OVECHKIN,8471214,WSH,L,37,79,19.22151898734177,-2.3,-0.4,-0.7,31,21,13,65
Evgeni Malkin,EVGENI.MALKIN,8471215,PIT,C,37,82,18.584146341463416,7.3,1.2,2.3,27,24,16,67
Blake Wheeler,BLAKE.WHEELER,8471218,NYR,R,37,54,12.718518518518518,-1.9,-0.3,-0.6,9,4,8,21
Alex Goligoski,ALEX.GOLIGOSKI,8471274,MIN,D,38,36,14.808333333333334,-2.5,-0.4,-0.8,0,7,3,10
Sidney Crosby,SIDNEY.CROSBY,8471675,PIT,C,36,82,20.086585365853658,10.8,1.8,3.4,42,34,18,94
Jack Johnson,JACK.JOHNSON,8471677,COL,D,36,80,14.9275,6.3,1.0,2.0,3,8,5,16
Anze Kopitar,ANZE.KOPITAR,8471685,L.A,C,36,81,19.658024691358023,11.5,1.9,3.7,26,29,15,70
Marc Staal,MARC.STAAL,8471686,PHI,D,36,35,13.794285714285715,-1.8,-0.3,-0.6,1,2,2,5
T.J. Oshie,T.J..OSHIE,8471698,WSH,R,36,52,16.867307692307694,-4.2,-0.7,-1.3,12,5,8,25
Andrew Cogliano,ANDREW.COGLIANO,8471699,COL,C,36,75,10.609333333333334,2.3,0.4,0.7,6,10,3,19
Marc-Edouard Vlasic,MARC-EDOUARD.VLASIC,8471709,S.J,D,36,57,16.280701754385966,-1.9,-0.3,-0.6,6,2,4,12
Kris Letang,KRIS.LETANG,8471724,PIT,D,36,82,24.68780487804878,5.1,0.8,1.6,10,18,23,51
Ryan Reaves,RYAN.REAVES,8471817,TOR,R,36,49,8.116326530612245,-2.9,-0.5,-0.9,4,2,0,6
Brad Marchand,BRAD.MARCHAND,8473419,BOS,L,35,82,19.101219512195122,13.9,2.3,4.4,29,21,17,67
Nick Foligno,NICK.FOLIGNO,8473422,CHI,L,35,74,17.764864864864865,8.7,1.4,2.8,17,8,12,37
Erik Johnson,ERIK.JOHNSON,8473446,BUF/PHI,D,35,67,14.47313432835821,-3.9,-0.6,-1.2,5,0,1,6
Kyle Okposo,KYLE.OKPOSO,8473449,BUF/FLA,R,35,67,13.35223880597015,-1.0,-0.2,-0.3,12,7,3,22
Trevor Lewis,TREVOR.LEWIS,8473453,L.A,C,36,82,11.634146341463415,0.9,0.2,0.3,8,6,2,16
Cal Clutterbuck,CAL.CLUTTERBUCK,8473504,NYI,R,35,82,11.879268292682926,5.4,0.9,1.7,7,8,4,19
Jeff Petry,JEFF.PETRY,8473507,DET,D,35,73,18.794520547945204,4.2,0.7,1.3,3,8,13,24
Claude Giroux,CLAUDE.GIROUX,8473512,OTT,R,35,82,20.092682926829266,5.7,0.9,1.8,21,27,16,64
Jordan Staal,JORDAN.STAAL,8473533,CAR,C,35,80,15.37875,-0.5,-0.1,-0.2,10,7,13,30
Nicklas Backstrom,NICKLAS.BACKSTROM,8473563,WSH,C,35,8,14.5625,-1.6,-0.3,-0.5,0,0,1,1
Alex Killorn,ALEX.KILLORN,8473986,ANA,C/L,34,63,18.73174603174603,1.2,0.2,0.4,18,14,4,36
Jamie Benn,JAMIE.BENN,8473994,DAL,L,34,82,15.11951219512195,8.0,1.3,2.6,21,21,18,60
Nick Bonino,NICK.BONINO,8474009,NYR,C,35,45,12.253333333333332,-4.4,-0.7,-1.4,1,3,1,5
Ian Cole,IAN.COLE,8474013,VAN,D,34,78,18.68974358974359,8.4,1.4,2.7,2,3,6,11
Kevin Shattenkirk,KEVIN.SHATTENKIRK,8474031,BOS,D,34,61,15.78032786885246,6.8,1.1,2.2,6,14,4,24
Patrick Maroon,PATRICK.MAROON,8474034,BOS/MIN,L,35,51,12.841176470588234,0.8,0.1,0.3,4,7,5,16
James Van Riemsdyk,JAMES.VAN RIEMSDYK,8474037,BOS,L,34,71,13.5056338028169,0.2,0.0,0.1,11,16,11,38
Sam Gagner,SAM.GAGNER,8474040,EDM,C,34,28,10.210714285714285,2.9,0.5,0.9,5,4,1,10
Logan Couture,LOGAN.COUTURE,8474053,S.J,C,34,6,18.75,-1.9,-0.3,-0.6,0,1,0,1
Brendan Smith,BRENDAN.SMITH,8474090,N.J,D,34,63,16.099999999999998,7.7,1.3,2.4,5,3,7,15
David Perron,DAVID.PERRON,8474102,DET,L,35,76,15.628947368421052,2.0,0.3,0.6,17,17,13,47
Patrick Kane,PATRICK.KANE,8474141,DET,R,34,50,18.374000000000002,5.4,0.9,1.7,20,18,9,47
Robert Bortuzzo,ROBERT.BORTUZZO,8474145,NYI/STL,D,34,27,13.762962962962964,-3.6,-0.6,-1.2,0,0,0,0
Evgeny Dadonov,EVGENY.DADONOV,8474149,DAL,R,34,51,13.176470588235293,1.2,0.2,0.4,12,3,8,23
Mikael Backlund,MIKAEL.BACKLUND,8474150,CGY,C,34,82,19.234146341463415,1.1,0.2,0.4,15,20,4,39
Ryan McDonagh,RYAN.MCDONAGH,8474151,NSH,D,34,74,21.787837837837838,4.6,0.7,1.5,3,13,16,32
Max Pacioretty,MAX.PACIORETTY,8474157,WSH,L,34,47,14.434042553191489,2.6,0.4,0.8,4,11,8,23
Alec Martinez,ALEC.MARTINEZ,8474166,VGK,D,36,55,19.043636363636367,7.5,1.2,2.4,4,5,8,17
Lars Eller,LARS.ELLER,8474189,PIT,C,34,82,15.965853658536586,3.9,0.6,1.2,15,8,8,31
Drew Doughty,DREW.DOUGHTY,8474563,L.A,D,33,82,25.79390243902439,7.4,1.2,2.3,15,14,21,50
Steven Stamkos,STEVEN.STAMKOS,8474564,T.B,C,33,79,18.234177215189874,4.9,0.8,1.6,40,18,23,81
Alex Pietrangelo,ALEX.PIETRANGELO,8474565,VGK,D,33,64,23.565625,7.5,1.2,2.4,4,16,13,33
Zach Bogosian,ZACH.BOGOSIAN,8474567,MIN/T.B,D,33,65,17.88,11.8,1.9,3.7,3,6,5,14
Luke Schenn,LUKE.SCHENN,8474568,NSH,D,33,63,15.184126984126985,-7.6,-1.2,-2.4,1,4,2,7
Tyler Myers,TYLER.MYERS,8474574,VAN,D,33,77,18.944155844155844,-4.9,-0.8,-1.5,5,12,12,29
Erik Karlsson,ERIK.KARLSSON,8474578,PIT,D,33,82,24.26829268292683,4.9,0.8,1.6,11,24,21,56
Jordan Eberle,JORDAN.EBERLE,8474586,SEA,R,33,78,17.444871794871794,12.4,2.0,3.9,17,18,9,44
John Carlson,JOHN.CARLSON,8474590,WSH,D,33,82,25.891463414634146,2.1,0.3,0.7,10,16,26,52
Roman Josi,ROMAN.JOSI,8474600,NSH,D,33,82,24.63170731707317,22.0,3.6,7.0,23,38,24,85
Justin Schultz,JUSTIN.SCHULTZ,8474602,SEA,D,33,70,16.47285714285714,-3.1,-0.5,-1.0,7,8,11,26
Travis Hamonic,TRAVIS.HAMONIC,8474612,OTT,D,33,48,14.735416666666666,-3.1,-0.5,-1.0,2,2,2,6
Marco Scandella,MARCO.SCANDELLA,8474618,STL,D,33,65,12.473846153846154,-1.3,-0.2,-0.4,2,4,2,8
Adam Henrique,ADAM.HENRIQUE,8474641,ANA/EDM,C,33,82,16.848780487804877,10.5,1.7,3.3,24,15,12,51
Tj Brodie,TJ.BRODIE,8474673,TOR,D,33,78,21.72051282051282,2.0,0.3,0.6,1,11,14,26
Gustav Nyquist,GUSTAV.NYQUIST,8474679,NSH,C,34,81,17.741975308641972,7.1,1.2,2.3,23,34,18,75
Matt Martin,MATT.MARTIN,8474709,NYI,L,34,57,9.312280701754386,0.4,0.1,0.1,4,3,1,8
Cam Atkinson,CAM.ATKINSON,8474715,PHI,R,34,70,15.945714285714287,-3.3,-0.5,-1.0,13,5,10,28
Jared Spurgeon,JARED.SPURGEON,8474716,MIN,D,33,16,23.325,2.8,0.5,0.9,0,1,4,5
Tyler Johnson,TYLER.JOHNSON,8474870,CHI,C,33,67,15.538805970149252,-7.4,-1.2,-2.3,17,4,10,31
Mike Hoffman,MIKE.HOFFMAN,8474884,S.J,C,33,66,13.73181818181818,-1.6,-0.3,-0.5,10,4,9,23
Marcus Johansson,MARCUS.JOHANSSON,8475149,MIN,L,32,78,15.887179487179488,1.5,0.2,0.5,11,9,10,30
Kyle Palmieri,KYLE.PALMIERI,8475151,NYI,C,32,82,17.208536585365852,6.7,1.1,2.1,30,10,14,54
Ryan O'Reilly,RYAN.O'REILLY,8475158,NSH,C,32,82,19.765853658536585,16.2,2.7,5.2,26,15,28,69
Jakob Silfverberg,JAKOB.SILFVERBERG,8475164,ANA,R,32,81,13.050617283950617,-1.0,-0.2,-0.3,7,6,6,19
John Tavares,JOHN.TAVARES,8475166,TOR,C,32,80,17.865000000000002,8.3,1.4,2.6,29,18,18,65
Victor Hedman,VICTOR.HEDMAN,8475167,T.B,D,32,78,24.81153846153846,7.5,1.2,2.4,13,32,31,76
Matt Duchene,MATT.DUCHENE,8475168,DAL,C,32,80,16.76625,10.2,1.7,3.3,25,26,14,65
Evander Kane,EVANDER.KANE,8475169,EDM,L,32,77,16.776623376623377,-6.1,-1.0,-2.0,24,12,8,44
Brayden Schenn,BRAYDEN.SCHENN,8475170,STL,C,32,82,17.78048780487805,1.9,0.3,0.6,20,17,9,46
Oliver Ekman-Larsson,OLIVER.EKMAN-LARSSON,8475171,FLA,D,32,80,18.39375,4.7,0.8,1.5,9,10,13,32
Nazem Kadri,NAZEM.KADRI,8475172,CGY,C,32,82,18.42560975609756,19.4,3.2,6.2,29,28,18,75
Calvin De Haan,CALVIN.DE HAAN,8475177,T.B,D,32,59,16.620338983050846,1.0,0.2,0.3,3,3,4,10
Dmitry Kulikov,DMITRY.KULIKOV,8475179,FLA,D,32,76,16.514473684210525,2.4,0.4,0.7,1,12,7,20
Nick Leddy,NICK.LEDDY,8475181,STL,D,32,82,22.36219512195122,-1.0,-0.2,-0.3,3,14,11,28
Chris Kreider,CHRIS.KREIDER,8475184,NYR,L,32,82,18.782926829268295,12.0,2.0,3.8,39,23,13,75
Brayden McNabb,BRAYDEN.MCNABB,8475188,VGK,D,32,82,19.353658536585368,3.1,0.5,1.0,4,9,13,26
Reilly Smith,REILLY.SMITH,8475191,PIT,R,32,76,16.13421052631579,7.9,1.3,2.5,13,17,10,40
Tomas Tatar,TOMAS.TATAR,8475193,COL/SEA,L,32,70,12.452857142857143,2.5,0.4,0.8,9,6,9,24
Tyson Barrie,TYSON.BARRIE,8475197,NSH,D,32,41,18.317073170731707,-2.4,-0.4,-0.8,1,9,5,15
Dmitry Orlov,DMITRY.ORLOV,8475200,CAR,D,32,82,17.31463414634146,10.4,1.7,3.3,6,6,14,26
Brian Dumoulin,BRIAN.DUMOULIN,8475208,SEA,D,32,80,17.015,6.1,1.0,1.9,6,4,6,16
Mattias Ekholm,MATTIAS.EKHOLM,8475218,EDM,D,33,79,21.049367088607596,17.1,2.8,5.4,11,23,11,45
Marcus Foligno,MARCUS.FOLIGNO,8475220,MIN,L,32,55,14.481818181818182,2.1,0.3,0.7,10,8,4,22
Craig Smith,CRAIG.SMITH,8475225,DAL,C,34,75,10.216000000000001,1.4,0.2,0.5,11,4,5,20
Casey Cizikas,CASEY.CIZIKAS,8475231,NYI,C,32,70,13.94142857142857,1.0,0.2,0.3,10,5,8,23
David Savard,DAVID.SAVARD,8475233,MTL,D,32,60,20.241666666666667,0.7,0.1,0.2,6,6,12,24
Nicolas Deslauriers,NICOLAS.DESLAURIERS,8475235,PHI,L,32,60,8.15,-6.4,-1.0,-2.0,1,1,2,4
Byron Froese,BYRON.FROESE,8475278,VGK,C,32,16,10.66875,0.3,0.0,0.1,0,1,0,1
Ben Chiarot,BEN.CHIAROT,8475279,DET,D,32,77,19.777922077922078,4.4,0.7,1.4,5,9,6,20
Erik Haula,ERIK.HAULA,8475287,N.J,L,32,76,16.87763157894737,2.7,0.4,0.8,16,17,2,35
Anders Lee,ANDERS.LEE,8475314,NYI,L,33,81,15.566666666666668,8.3,1.4,2.7,20,3,14,37
Nick Jensen,NICK.JENSEN,8475324,WSH,D,32,78,19.629487179487178,-0.1,0.0,0.0,1,6,7,14
Nic Dowd,NIC.DOWD,8475343,WSH,C,33,64,15.203125,5.8,1.0,1.9,12,6,4,22
Brenden Dillon,BRENDEN.DILLON,8475455,WPG,D,32,77,18.74155844155844,0.4,0.1,0.1,8,4,8,20
Radko Gudas,RADKO.GUDAS,8475462,ANA,D,33,66,19.504545454545454,11.8,1.9,3.8,6,4,8,18
Chris Tanev,CHRIS.TANEV,8475690,CGY/DAL,D,33,75,19.684,9.4,1.5,3.0,2,8,9,19
Mats Zuccarello,MATS.ZUCCARELLO,8475692,MIN,R,36,69,18.892753623188405,13.5,2.2,4.3,12,33,18,63
Calle Jarnkrok,CALLE.JARNKROK,8475714,TOR,C,31,52,15.257692307692308,3.1,0.5,1.0,10,8,3,21
Justin Holl,JUSTIN.HOLL,8475718,DET,D,31,38,15.081578947368422,2.8,0.5,0.9,0,2,3,5
Jason Zucker,JASON.ZUCKER,8475722,ARI/NSH,L,31,69,13.8231884057971,3.0,0.5,1.0,14,11,7,32
Tyler Toffoli,TYLER.TOFFOLI,8475726,N.J/WPG,R/C,31,79,16.958227848101266,11.7,1.9,3.7,33,14,8,55
Evgeny Kuznetsov,EVGENY.KUZNETSOV,8475744,CAR/WSH,C,31,63,17.53968253968254,-13.9,-2.3,-4.4,8,10,6,24
Charlie Coyle,CHARLIE.COYLE,8475745,BOS,C,31,82,18.065853658536586,2.5,0.4,0.8,25,18,17,60
Jon Merrill,JON.MERRILL,8475750,MIN,D,31,65,12.780000000000001,0.7,0.1,0.2,4,4,3,11
Tyler Pitlick,TYLER.PITLICK,8475752,NYR,C,31,34,10.197058823529412,-1.9,-0.3,-0.6,1,2,1,4
Justin Faulk,JUSTIN.FAULK,8475753,STL,D,31,60,21.961666666666666,3.0,0.5,0.9,2,16,12,30
Brock Nelson,BROCK.NELSON,8475754,NYI,C,31,82,18.082926829268292,11.3,1.9,3.6,34,23,12,69
Nick Bjugstad,NICK.BJUGSTAD,8475760,ARI,C,31,76,17.443421052631578,4.2,0.7,1.4,22,12,11,45
Derek Forbort,DEREK.FORBORT,8475762,BOS,D,31,35,17.794285714285714,7.5,1.2,2.4,0,1,3,4
Kevin Hayes,KEVIN.HAYES,8475763,STL,R,31,79,14.467088607594938,6.2,1.0,2.0,13,5,11,29
Cam Fowler,CAM.FOWLER,8475764,ANA,D,31,81,24.423456790123456,-9.0,-1.5,-2.9,5,15,19,39
Vladimir Tarasenko,VLADIMIR.TARASENKO,8475765,FLA/OTT,R,31,76,15.736842105263158,5.0,0.8,1.6,23,20,12,55
Austin Watson,AUSTIN.WATSON,8475766,T.B,L,31,33,7.263636363636364,-0.1,0.0,0.0,2,1,1,4
Jaden Schwartz,JADEN.SCHWARTZ,8475768,SEA,C,31,62,16.362903225806452,4.9,0.8,1.5,13,9,8,30
Chris Wagner,CHRIS.WAGNER,8475780,COL,R,32,13,7.453846153846154,-0.3,0.0,-0.1,1,1,0,2
Jeff Skinner,JEFF.SKINNER,8475784,BUF,L,31,74,15.995945945945946,1.2,0.2,0.4,24,13,9,46
Zach Hyman,ZACH.HYMAN,8475786,EDM,L,31,80,19.5,28.6,4.7,9.1,54,11,12,77
Erik Gudbranson,ERIK.GUDBRANSON,8475790,CBJ,D,31,78,19.66025641025641,-2.5,-0.4,-0.8,6,6,14,26
Taylor Hall,TAYLOR.HALL,8475791,CHI,L,31,10,16.330000000000002,-1.1,-0.2,-0.4,2,2,0,4
Ryan Johansen,RYAN.JOHANSEN,8475793,COL,C,31,63,13.642857142857142,-3.6,-0.6,-1.1,13,7,3,23
Tyler Seguin,TYLER.SEGUIN,8475794,DAL,C,31,68,16.544117647058822,5.7,0.9,1.8,25,15,12,52
Jarred Tinordi,JARRED.TINORDI,8475797,CHI,D,31,52,15.646153846153847,-5.5,-0.9,-1.7,0,6,3,9
Mikael Granlund,MIKAEL.GRANLUND,8475798,S.J,C,31,69,20.959420289855075,5.2,0.9,1.7,12,24,24,60
Nino Niederreiter,NINO.NIEDERREITER,8475799,WPG,R,31,77,14.963636363636365,4.2,0.7,1.3,18,8,8,34
Bryan Rust,BRYAN.RUST,8475810,PIT,R,31,62,19.57741935483871,10.2,1.7,3.2,28,14,14,56
Jani Hakanpaa,JANI.HAKANPAA,8475825,DAL,D,31,64,18.646875,6.1,1.0,1.9,2,5,5,12
Sam Carrick,SAM.CARRICK,8475842,ANA/EDM,C,31,77,12.220779220779221,-3.9,-0.6,-1.3,10,4,2,16
Brendan Gallagher,BRENDAN.GALLAGHER,8475848,MTL,R,31,77,13.790909090909093,-2.7,-0.4,-0.8,16,10,5,31
Jesper Fast,JESPER.FAST,8475855,CAR,R,31,73,12.604109589041096,0.9,0.1,0.3,6,9,4,19
John Klingberg,JOHN.KLINGBERG,8475906,TOR,D,31,14,20.55,-4.4,-0.7,-1.4,0,3,2,5
Mark Stone,MARK.STONE,8475913,VGK,R,31,56,19.407142857142855,9.5,1.6,3.0,16,20,17,53
Michael Sgarbossa,MICHAEL.SGARBOSSA,8475958,WSH,C,31,25,10.972000000000001,1.9,0.3,0.6,4,3,0,7
Colin Blackwell,COLIN.BLACKWELL,8476278,CHI,C,30,44,14.493181818181819,-1.6,-0.3,-0.5,8,4,0,12
Ondrej Palat,ONDREJ.PALAT,8476292,N.J,L,32,71,15.647887323943662,5.1,0.8,1.6,11,13,7,31
Josh Manson,JOSH.MANSON,8476312,COL,D,31,76,17.782894736842106,3.9,0.6,1.2,8,9,8,25
Travis Boyd,TRAVIS.BOYD,8476329,ARI,C,30,16,9.61875,2.1,0.3,0.7,2,4,2,8
Dylan Demelo,DYLAN.DEMELO,8476331,WPG,D,30,82,21.729268292682928,13.9,2.3,4.4,3,12,16,31
Johnny Gaudreau,JOHNNY.GAUDREAU,8476346,CBJ,L,30,81,18.812345679012346,7.7,1.3,2.4,12,35,13,60
Nick Seeler,NICK.SEELER,8476372,PHI,D,30,71,16.942253521126762,10.7,1.8,3.4,1,7,5,13
Sean Kuraly,SEAN.KURALY,8476374,CBJ,C,30,62,13.735483870967743,1.0,0.2,0.3,9,7,2,18
Vincent Trocheck,VINCENT.TROCHECK,8476389,NYR,C,30,82,21.454878048780486,16.7,2.7,5.3,25,37,15,77
Adam Lowry,ADAM.LOWRY,8476392,WPG,C,30,81,16.103703703703705,5.8,0.9,1.8,12,15,8,35
Nick Cousins,NICK.COUSINS,8476393,FLA,C,30,69,12.185507246376812,-5.1,-0.8,-1.6,7,2,6,15
Blake Coleman,BLAKE.COLEMAN,8476399,CGY,C,31,78,17.133333333333333,6.2,1.0,2.0,30,10,14,54
Jean-Gabriel Pageau,JEAN-GABRIEL.PAGEAU,8476419,NYI,C,30,82,15.908536585365853,1.1,0.2,0.3,11,16,6,33
Mike Reilly,MIKE.REILLY,8476422,FLA/NYI,D,30,61,17.15573770491803,6.0,1.0,1.9,6,9,9,24
Scott Mayfield,SCOTT.MAYFIELD,8476429,NYI,D,30,41,18.765853658536585,-1.3,-0.2,-0.4,0,3,2,5
Boone Jenner,BOONE.JENNER,8476432,CBJ,C,30,58,20.096551724137928,-0.2,0.0,0.0,22,5,8,35
Brandon Saad,BRANDON.SAAD,8476438,STL,L,30,82,15.502439024390245,5.6,0.9,1.8,26,7,9,42
Joel Edmundson,JOEL.EDMUNDSON,8476441,TOR/WSH,D,30,53,16.666037735849056,0.7,0.1,0.2,1,2,3,6
Matt Nieto,MATT.NIETO,8476442,PIT,L,30,22,11.60909090909091,0.8,0.1,0.3,1,3,0,4
William Karlsson,WILLIAM.KARLSSON,8476448,VGK,C,30,70,17.6,18.1,3.0,5.8,30,20,10,60
Nikita Kucherov,NIKITA.KUCHEROV,8476453,T.B,R,30,81,21.653086419753087,24.7,4.0,7.8,44,62,38,144
Ryan Nugent-Hopkins,RYAN.NUGENT-HOPKINS,8476454,EDM,C,30,80,19.62375,9.9,1.6,3.1,18,29,20,67
Jonathan Huberdeau,JONATHAN.HUBERDEAU,8476456,CGY,C,30,81,17.422222222222224,1.2,0.2,0.4,12,26,14,52
Adam Larsson,ADAM.LARSSON,8476457,SEA,D,30,81,22.94567901234568,-4.3,-0.7,-1.4,4,5,9,18
Ryan Strome,RYAN.STROME,8476458,ANA,C,30,79,15.798734177215188,-4.5,-0.7,-1.4,11,12,18,41
Mika Zibanejad,MIKA.ZIBANEJAD,8476459,NYR,C,30,81,19.741975308641972,12.2,2.0,3.9,26,30,16,72
Mark Scheifele,MARK.SCHEIFELE,8476460,WPG,C,30,74,20.185135135135134,6.9,1.1,2.2,25,32,15,72
Sean Couturier,SEAN.COUTURIER,8476461,PHI,C,30,74,17.81621621621622,8.7,1.4,2.8,11,13,14,38
Dougie Hamilton,DOUGIE.HAMILTON,8476462,N.J,D,30,20,20.975,2.8,0.5,0.9,5,4,7,16
Jonas Brodin,JONAS.BRODIN,8476463,MIN,D,30,62,23.37258064516129,11.1,1.8,3.5,7,7,13,27
Jamie Oleksiak,JAMIE.OLEKSIAK,8476467,SEA,D,30,82,19.648780487804878,4.8,0.8,1.5,2,4,9,15
J.T. Miller,J.T..MILLER,8476468,VAN,C,30,81,19.490123456790123,12.9,2.1,4.1,37,44,22,103
Joel Armia,JOEL.ARMIA,8476469,MTL,R,30,66,15.551515151515153,9.7,1.6,3.1,17,5,3,25
Connor Murphy,CONNOR.MURPHY,8476473,CHI,D,30,46,19.832608695652173,0.0,0.0,0.0,2,2,4,8
Stefan Noesen,STEFAN.NOESEN,8476474,CAR,R,30,81,11.87283950617284,11.5,1.9,3.7,14,14,9,37
Phillip Danault,PHILLIP.DANAULT,8476479,L.A,C,30,78,18.01794871794872,9.3,1.5,3.0,17,20,10,47
Vladislav Namestnikov,VLADISLAV.NAMESTNIKOV,8476480,WPG,C,30,78,14.465384615384615,13.5,2.2,4.3,11,13,13,37
Rickard Rakell,RICKARD.RAKELL,8476483,PIT,R,30,70,16.515714285714285,10.4,1.7,3.3,15,7,15,37
Colin Miller,COLIN.MILLER,8476525,N.J/WPG,D,30,46,15.704347826086956,2.6,0.4,0.8,4,3,2,9
Jonathan Marchessault,JONATHAN.MARCHESSAULT,8476539,VGK,R,32,82,17.89512195121951,4.4,0.7,1.4,42,17,10,69
Barclay Goodrow,BARCLAY.GOODROW,8476624,NYR,C,30,80,12.56375,-2.7,-0.4,-0.9,4,6,2,12
Torey Krug,TOREY.KRUG,8476792,STL,D,32,77,21.961038961038962,-5.2,-0.9,-1.7,4,16,19,39
Luke Glendening,LUKE.GLENDENING,8476822,T.B,C,34,81,11.630864197530865,-2.0,-0.3,-0.6,10,1,0,11
Yanni Gourde,YANNI.GOURDE,8476826,SEA,C,31,80,17.447499999999998,1.7,0.3,0.5,11,15,7,33
Morgan Rielly,MORGAN.RIELLY,8476853,TOR,D,29,72,23.741666666666667,15.9,2.6,5.0,7,29,22,58
Hampus Lindholm,HAMPUS.LINDHOLM,8476854,BOS,D,29,73,23.286301369863015,8.0,1.3,2.5,3,6,17,26
Matt Dumba,MATT.DUMBA,8476856,ARI/T.B,D,29,76,19.732894736842105,-8.2,-1.3,-2.6,4,1,7,12
Phillip Di Giuseppe,PHILLIP.DI GIUSEPPE,8476858,VAN,L,29,51,12.096078431372549,-8.4,-1.4,-2.7,5,3,2,10
Brendan Gaunce,BRENDAN.GAUNCE,8476867,CBJ,C,29,24,11.745833333333332,-1.9,-0.3,-0.6,2,1,1,4
Brady Skjei,BRADY.SKJEI,8476869,CAR,D,29,80,21.2775,8.0,1.3,2.5,13,16,18,47
Tanner Pearson,TANNER.PEARSON,8476871,MTL,L,31,54,12.93888888888889,-6.0,-1.0,-1.9,5,4,4,13
Scott Laughton,SCOTT.LAUGHTON,8476872,PHI,C,29,82,15.660975609756099,-10.9,-1.8,-3.5,13,16,10,39
Mark Jankowski,MARK.JANKOWSKI,8476873,NSH,C,29,32,12.6875,6.0,1.0,1.9,7,2,6,15
Olli Maatta,OLLI.MAATTA,8476874,DET,D,29,72,16.054166666666667,12.2,2.0,3.9,4,4,10,18
Mike Matheson,MIKE.MATHESON,8476875,MTL,D,29,82,25.552439024390246,-4.9,-0.8,-1.6,11,24,27,62
Zemgus Girgensons,ZEMGUS.GIRGENSONS,8476878,BUF,L,29,63,11.84920634920635,-0.5,-0.1,-0.2,8,3,3,14
Cody Ceci,CODY.CECI,8476879,EDM,D,29,79,20.02278481012658,3.1,0.5,1.0,5,7,13,25
Tom Wilson,TOM.WILSON,8476880,WSH,R,29,74,18.09864864864865,-6.0,-1.0,-1.9,18,5,12,35
Tomas Hertl,TOMAS.HERTL,8476881,S.J/VGK,C,29,54,20.48888888888889,2.7,0.4,0.9,17,14,7,38
Teuvo Teravainen,TEUVO.TERAVAINEN,8476882,CAR,L,29,76,16.401315789473685,7.8,1.3,2.5,25,16,12,53
Derrick Pouliot,DERRICK.POULIOT,8476884,DAL,D,29,5,12.14,-1.5,-0.2,-0.5,0,0,0,0
Jacob Trouba,JACOB.TROUBA,8476885,NYR,D,29,69,21.246376811594203,-5.3,-0.9,-1.7,3,10,9,22
